|track                                                                                                                                                                                            |artist                                                 |
|kessondalef                                                                                                                                                                                      |Aphex Twin                                             |
|Hy A Scullyas Lyf Adhagrow                                                                                                                                                                       |Aphex Twin                                             |
|Beskhu3epnm                                                                                                                                                                                      |Aphex Twin                                             |
|Ziggomatic V17                                                                                                                                                                                   |Aphex Twin                                             |
|Orban Eq Trx4                                                                                                                                                                                    |Aphex Twin                                             |
|Afx237 V7                                                                                                                                                                                        |Aphex Twin                                             |
|Ruglen Holon                                                                                                                                                                                     |Aphex Twin                                             |
|Gwarek2                                                                                                                                                                                          |Aphex Twin                                             |
|Petiatil Cx Htdui                                                                                                                                                                                |Aphex Twin                                             |
|mt saint nichel + saint michaels mount                                                                                                                                                           |Aphex Twin                                             |
|Taking Control                                                                                                                                                                                   |Aphex Twin                                             |
|Avril 14th                                                                                                                                                                                       |Aphex Twin                                             |
|Father                                                                                                                                                                                           |Aphex Twin                                             |
|cock / ver10                                                                                                                                                                                     |Aphex Twin                                             |
|Prep Gwarlek 3b                                                                                                                                                                                  |Aphex Twin                                             |
|Bbydhyonchord                                                                                                                                                                                    |Aphex Twin                                             |
|Gwely Mernans                                                                                                                                                                                    |Aphex Twin                                             |
|Strotha Tynhe                                                                                                                                                                                    |Aphex Twin                                             |
|Meltphace 6                                                                                                                                                                                      |Aphex Twin                                             |
|Penty Harmonium                                                                                                                                                                                  |Aphex Twin                                             |
|omgyjya-switch                                                                                                                                                                                   |Aphex Twin                                             |
|Kladfvgbung Micshk                                                                                                                                                                               |Aphex Twin                                             |
|Vordhosbn                                                                                                                                                                                        |Aphex Twin                                             |
|Btoum-Roumada                                                                                                                                                                                    |Aphex Twin                                             |
|54 Cymru Beats                                                                                                                                                                                   |Aphex Twin                                             |
|Jynweythek                                                                                                                                                                                       |Aphex Twin                                             |
|IZ-US                                                                                                                                                                                            |Aphex Twin                                             |
|Come To Daddy (Mummy mix)                                                                                                                                                                        |Aphex Twin                                             |
|Funny Little Man                                                                                                                                                                                 |Aphex Twin                                             |
|To Cure A Weakling Child (Contour Regard)                                                                                                                                                        |Aphex Twin                                             |
|Bucephalus Bouncing Ball                                                                                                                                                                         |Aphex Twin                                             |
|Come to Daddy (Little Lord Faulteroy mix)                                                                                                                                                        |Aphex Twin                                             |
|Flim                                                                                                                                                                                             |Aphex Twin                                             |
|Hackwave                                                                                                                                                                                         |pronobozo                                              |
|Wider (rmx)                                                                                                                                                                                      |Astrix                                                 |
|Killing Time (remix)                                                                                                                                                                             |Astrix                                                 |
|Crystal Sequence                                                                                                                                                                                 |Astrix                                                 |
|Because of You                                                                                                                                                                                   |Letters to Cleo                                        |
|Guns for Show, Knives for a Pro                                                                                                                                                                  |Parkway Drive                                          |
|Overcome                                                                                                                                                                                         |All That Remains                                       |
|Going, Going, Gone                                                                                                                                                                               |Shadows Fall                                           |
|Hate (simplified version)                                                                                                                                                                        |Slipknot                                               |
|Go!                                                                                                                                                                                              |Letters to Cleo                                        |
|The Element of One                                                                                                                                                                               |Killswitch Engage                                      |
|Temple From the Within                                                                                                                                                                           |Killswitch Engage                                      |
|To the Sons of Man                                                                                                                                                                               |Killswitch Engage                                      |
|Just Barely Breathing                                                                                                                                                                            |Killswitch Engage                                      |
|Life to Lifeless                                                                                                                                                                                 |Killswitch Engage                                      |
|My Last Serenade                                                                                                                                                                                 |Killswitch Engage                                      |
|Fixation on the Darkness                                                                                                                                                                         |Killswitch Engage                                      |
|Self Revolution                                                                                                                                                                                  |Killswitch Engage                                      |
|Numbered Days                                                                                                                                                                                    |Killswitch Engage                                      |
|When You're in Prison                                                                                                                                                                            |The Offspring                                          |
|Da Hui                                                                                                                                                                                           |The Offspring                                          |
|Spare Me the Details                                                                                                                                                                             |The Offspring                                          |
|Lightning Rod                                                                                                                                                                                    |The Offspring                                          |
|Never Gonna Find Me                                                                                                                                                                              |The Offspring                                          |
|The Worst Hangover Ever                                                                                                                                                                          |The Offspring                                          |
|(Can't Get My) Head Around You                                                                                                                                                                   |The Offspring                                          |
|Race Against Myself                                                                                                                                                                              |The Offspring                                          |
|Hit That                                                                                                                                                                                         |The Offspring                                          |
|Long Way Home                                                                                                                                                                                    |The Offspring                                          |
|The Noose                                                                                                                                                                                        |The Offspring                                          |
|Neocon                                                                                                                                                                                           |The Offspring                                          |
|Where's Gerroid                                                                                                                                                                                  |Orgy                                                   |
|Chasing Sirens                                                                                                                                                                                   |Orgy                                                   |
|Re-Creation                                                                                                                                                                                      |Orgy                                                   |
|Saving Faces                                                                                                                                                                                     |Orgy                                                   |
|Eyes-Radio-Lies                                                                                                                                                                                  |Orgy                                                   |
|Dramatica                                                                                                                                                                                        |Orgy                                                   |
|107                                                                                                                                                                                              |Orgy                                                   |
|Eva                                                                                                                                                                                              |Orgy                                                   |
|Fiction (Dreams In Digital)                                                                                                                                                                      |Orgy                                                   |
|Opticon                                                                                                                                                                                          |Orgy                                                   |
|The Odyssey                                                                                                                                                                                      |Orgy                                                   |
|Suckerface                                                                                                                                                                                       |Orgy                                                   |
|Vapor Transmission (Intro)                                                                                                                                                                       |Orgy                                                   |
|Slam                                                                                                                                                                                             |Pendulum                                               |
|Prelude                                                                                                                                                                                          |Pendulum                                               |
|(A Higher Form of) Killing                                                                                                                                                                       |Pitchshifter                                           |
|To Die Is Gain                                                                                                                                                                                   |Pitchshifter                                           |
|Triad                                                                                                                                                                                            |Pitchshifter                                           |
|Ephemerol                                                                                                                                                                                        |Pitchshifter                                           |
|Diable                                                                                                                                                                                           |Pitchshifter                                           |
|Exit Masses Noose                                                                                                                                                                                |Amen                                                   |
|Daycare Tourniquet                                                                                                                                                                               |Amen                                                   |
|Bye USA                                                                                                                                                                                          |Amen                                                   |
|Many Deaths Of...                                                                                                                                                                                |Amen                                                   |
|The Summer Of Guns                                                                                                                                                                               |Amen                                                   |
|F*** In LA                                                                                                                                                                                       |Amen                                                   |
|Bring Me The Heads                                                                                                                                                                               |Amen                                                   |
|sorry, Not Sorry                                                                                                                                                                                 |Amen                                                   |
|Neutron Liars                                                                                                                                                                                    |Amen                                                   |
|We Got The Bait                                                                                                                                                                                  |Amen                                                   |
|EXTERMINATE!                                                                                                                                                                                     |Amen                                                   |
|Please Kill Me                                                                                                                                                                                   |Amen                                                   |
|Oblivion Stereo                                                                                                                                                                                  |Amen                                                   |
|Westwood Fallout                                                                                                                                                                                 |Amen                                                   |
|Money Infection                                                                                                                                                                                  |Amen                                                   |
|The Abolishment Of Luxury                                                                                                                                                                        |Amen                                                   |
|California's Bleeding                                                                                                                                                                            |Amen                                                   |
|Hello (One Chord Lovers)                                                                                                                                                                         |Amen                                                   |
|Liberation For...                                                                                                                                                                                |Amen                                                   |
|Tarantula                                                                                                                                                                                        |Pendulum                                               |
|Through the Loop                                                                                                                                                                                 |Pendulum                                               |
|Slam                                                                                                                                                                                             |Pendulum                                               |
|One Note Song                                                                                                                                                                                    |Tenacious D                                            |
|City of Satan                                                                                                                                                                                    |Turbonegro                                             |
|Buried Alive by Love                                                                                                                                                                             |HIM                                                    |
|The Project For a New American Century                                                                                                                                                           |Anti-Flag                                              |
|To the Sons of Man                                                                                                                                                                               |Killswitch Engage                                      |
|Wicked Game                                                                                                                                                                                      |Him                                                    |
|Visceral Holocaust                                                                                                                                                                               |Psyclon Nine                                           |
|Sifting                                                                                                                                                                                          |Nirvana                                                |
|Big Cheese                                                                                                                                                                                       |Nirvana                                                |
|Radio Friendly Unit Shifter                                                                                                                                                                      |Nirvana                                                |
|In Bloom                                                                                                                                                                                         |Nirvana                                                |
|Figure.09                                                                                                                                                                                        |Linkin Park                                            |
|Love Buzz                                                                                                                                                                                        |Nirvana                                                |
|Gritter                                                                                                                                                                                          |Pitchshifter                                           |
|Right Here in My Arms                                                                                                                                                                            |HIM                                                    |
|In the End                                                                                                                                                                                       |Linkin Park                                            |
|Parasitic                                                                                                                                                                                        |Psyclon Nine                                           |
|Houses of the Holy                                                                                                                                                                               |Led Zeppelin                                           |
|Rosetta Stoned                                                                                                                                                                                   |Tool                                                   |
|Ephemerol                                                                                                                                                                                        |Pitchshifter                                           |
|BY_MYSELF                                                                                                                                                                                        |Linkin Park                                            |
|Hot Stuff/Hot Shit                                                                                                                                                                               |Turbonegro                                             |
|Hollowman                                                                                                                                                                                        |Trapt                                                  |
|Cities Burn                                                                                                                                                                                      |Anti-Flag                                              |
|Proficiscor of Terminus Vicis                                                                                                                                                                    |Psyclon Nine                                           |
|Drain You                                                                                                                                                                                        |Nirvana                                                |
|The Sacrament                                                                                                                                                                                    |HIM                                                    |
|Love Buzz (live)                                                                                                                                                                                 |Nirvana                                                |
|Diable                                                                                                                                                                                           |Pitchshifter                                           |
|Tendrill                                                                                                                                                                                         |Pitchshifter                                           |
|The Face Of God                                                                                                                                                                                  |HIM                                                    |
|Friendship Test                                                                                                                                                                                  |Tenacious D                                            |
|My Last Serenade                                                                                                                                                                                 |Killswitch Engage                                      |
|Escape Artists Never Die                                                                                                                                                                         |Funeral for a Friend                                   |
|Bastardiser                                                                                                                                                                                      |Pitchshifter                                           |
|Play Dead                                                                                                                                                                                        |HIM                                                    |
|(A Higher Form of) Killing                                                                                                                                                                       |Pitchshifter                                           |
|Gone To The Flame                                                                                                                                                                                |HIM                                                    |
|Better Than Suicide                                                                                                                                                                              |Psyclon Nine                                           |
|N.C.M.                                                                                                                                                                                           |Pitchshifter                                           |
|Nobody's Fault but Mine                                                                                                                                                                          |Led Zeppelin                                           |
|Tourette's                                                                                                                                                                                       |Nirvana                                                |
|One Step Closer                                                                                                                                                                                  |Linkin Park                                            |
|Negative Creep                                                                                                                                                                                   |Nirvana                                                |
|Suckerface                                                                                                                                                                                       |Orgy                                                   |
|The Handsome Life of Swing                                                                                                                                                                       |Lostprophets                                           |
|Dazed and Confused                                                                                                                                                                               |Led Zeppelin                                           |
|When the Levee Breaks                                                                                                                                                                            |Led Zeppelin                                           |
|Adult Content                                                                                                                                                                                    |Combichrist                                            |
|Life to Lifeless                                                                                                                                                                                 |Killswitch Engage                                      |
|When Love and Death Embrace                                                                                                                                                                      |Him                                                    |
|Gone To The Flame                                                                                                                                                                                |HIM                                                    |
|Don't Stay                                                                                                                                                                                       |Linkin Park                                            |
|If You See Kaye (Tell Her I L-O-V-E Her)                                                                                                                                                         |Turbonegro                                             |
|In Joy And Sorrow                                                                                                                                                                                |Him                                                    |
|Drain You                                                                                                                                                                                        |Nirvana                                                |
|The Summer Of Guns                                                                                                                                                                               |Amen                                                   |
|Rip Out the Wings of a Butterfly                                                                                                                                                                 |HIM                                                    |
|Intension                                                                                                                                                                                        |Tool                                                   |
|F*** In LA                                                                                                                                                                                       |Amen                                                   |
|Awkward                                                                                                                                                                                          |Lostprophets                                           |
|Heartache Every Moment                                                                                                                                                                           |HIM                                                    |
|The Road                                                                                                                                                                                         |Tenacious D                                            |
|Depleted Uranium Is a War Crime                                                                                                                                                                  |Anti-Flag                                              |
|Heart-Shaped Box                                                                                                                                                                                 |Nirvana                                                |
|Pushing Me Away                                                                                                                                                                                  |Linkin Park                                            |
|Anaesthetic (For the Pathetic)                                                                                                                                                                   |Psyclon Nine                                           |
|Shinobbi Vs. Dragon Ninja                                                                                                                                                                        |Lostprophets                                           |
|She Drove Me To Daytime Television                                                                                                                                                               |Funeral for a Friend                                   |
|Killing Loneliness                                                                                                                                                                               |Him                                                    |
|Jambi                                                                                                                                                                                            |Tool                                                   |
|For Sure                                                                                                                                                                                         |Lostprophets                                           |
|Black Dog                                                                                                                                                                                        |Led Zeppelin                                           |
